DateKey,RegionKey,ChannelKey,Sessions,AddToCart,Conversions,BounceRate
20210117,2,1,309,46,9,0.401
20210117,2,2,248,42,9,0.365
20210117,3,1,279,35,8,0.3899
20210117,3,2,222,33,7,0.3856
20210117,4,1,305,38,8,0.3794
20210117,4,2,229,32,7,0.3754
20210117,5,1,248,32,7,0.3874
20210117,5,2,225,32,7,0.3868
20210117,6,1,209,24,5,0.3979
20210117,6,2,142,20,4,0.3699
20210117,7,1,239,37,8,0.3602
20210117,7,2,216,38,8,0.3445
20210117,8,1,166,21,5,0.4203
20210117,8,2,138,20,4,0.3809
20210118,1,1,307,47,10,0.3894
20210118,1,2,260,46,10,0.3733
20210118,2,1,304,39,9,0.3924
20210118,2,2,222,36,8,0.3801
20210118,3,1,260,31,7,0.371
20210118,3,2,186,27,6,0.3669
20210118,4,1,264,33,7,0.4287
20210118,4,2,211,30,7,0.359
20210118,5,1,294,35,7,0.3931
20210118,5,2,198,29,6,0.3646
20210118,6,1,179,21,5,0.3986
20210118,6,2,153,20,4,0.3685
20210118,7,1,220,36,8,0.3828
20210118,7,2,222,40,9,0.3577
20210118,8,1,147,20,4,0.384
20210118,8,2,136,21,4,0.3887
20210119,1,1,308,44,10,0.3818
20210119,1,2,235,41,9,0.3488
20210119,2,1,269,38,8,0.3808
20210119,2,2,224,34,8,0.378
20210119,3,1,282,38,8,0.4103
20210119,3,2,201,33,7,0.367
20210119,4,1,287,36,8,0.3887
20210119,4,2,260,35,7,0.395
20210119,5,1,260,36,7,0.3896
20210119,5,2,178,24,5,0.3632
20210119,6,1,183,21,5,0.4365
20210119,6,2,132,16,3,0.3843
20210119,7,1,240,36,8,0.38
20210119,7,2,207,40,9,0.3562
20210119,8,1,175,24,5,0.4153
20210119,8,2,143,20,4,0.3466
20210120,1,1,329,48,10,0.4043
20210120,1,2,220,36,8,0.3545
20210120,2,1,295,40,9,0.3769
20210120,2,2,179,29,6,0.3529
20210120,3,1,223,27,6,0.4015
20210120,3,2,221,34,7,0.379
20210120,4,1,306,38,8,0.4224
20210120,4,2,281,43,9,0.3874
20210120,5,1,277,33,7,0.4071
20210120,5,2,168,23,5,0.3683
20210120,6,1,190,20,4,0.4324
20210120,6,2,157,21,4,0.4015
20210120,7,1,210,36,8,0.3809
20210120,7,2,223,44,10,0.3487
20210120,8,1,174,22,5,0.4194
20210120,8,2,123,19,4,0.3464
20210121,1,1,333,50,11,0.3819
20210121,1,2,248,42,9,0.3474
20210121,2,1,271,41,9,0.4041
20210121,2,2,262,40,9,0.3785
20210121,3,1,281,35,8,0.4223
20210121,3,2,213,31,7,0.3536
20210121,4,1,262,30,7,0.3997
20210121,4,2,224,33,7,0.3827
20210121,5,1,283,36,8,0.4133
20210121,5,2,236,36,7,0.3879
20210121,6,1,199,21,5,0.4216
20210121,6,2,155,19,4,0.3911
20210121,7,1,249,38,8,0.3852
20210121,7,2,201,39,9,0.3356
20210121,8,1,152,19,4,0.3898
20210121,8,2,121,18,4,0.357
20210122,1,1,336,52,10,0.3829
20210122,1,2,234,40,9,0.369
20210122,2,1,342,48,10,0.3915
20210122,2,2,228,40,9,0.3446
20210122,3,1,300,43,9,0.3884
20210122,3,2,203,30,6,0.368
20210122,4,1,214,28,6,0.4216
20210122,4,2,235,34,7,0.3811
20210122,5,1,262,40,9,0.3951
20210122,5,2,236,31,7,0.3576
20210122,6,1,190,23,5,0.3907
20210122,6,2,169,23,5,0.3794
20210122,7,1,246,41,9,0.3691
20210122,7,2,219,40,9,0.3618
20210122,8,1,163,20,4,0.419
20210122,8,2,126,19,4,0.3601
20210123,1,1,387,58,13,0.4015
20210123,1,2,240,43,9,0.3702
20210123,2,1,306,43,9,0.3983
20210123,2,2,217,36,8,0.3639
20210123,3,1,256,33,8,0.3681
20210123,3,2,217,33,7,0.3554
20210123,4,1,293,34,7,0.3889
20210123,4,2,254,34,8,0.3672
20210123,5,1,297,40,9,0.4035
20210123,5,2,191,26,5,0.3912
20210123,6,1,179,21,4,0.4149
20210123,6,2,203,24,6,0.3766
20210123,7,1,230,37,8,0.3781
20210123,7,2,214,45,10,0.3303
20210123,8,1,190,25,5,0.389
20210123,8,2,154,23,5,0.3715
20210124,1,1,270,38,9,0.3902
20210124,1,2,273,44,10,0.3427
20210124,2,1,287,42,9,0.4093
20210124,2,2,235,39,9,0.3691
20210124,3,1,276,38,8,0.3914
20210124,3,2,235,38,8,0.365
20210124,4,1,335,41,9,0.4268
20210124,4,2,230,29,6,0.4005
20210124,5,1,277,37,8,0.4156
20210124,5,2,203,28,6,0.3649
20210124,6,1,174,17,4,0.4381
20210124,6,2,148,18,4,0.3979
20210124,7,1,248,41,9,0.3673
20210124,7,2,217,43,9,0.3547
20210124,8,1,139,18,4,0.4359
20210124,8,2,136,20,4,0.3587
20210125,1,1,348,52,11,0.4081
20210125,1,2,267,44,10,0.3654
20210125,2,1,231,33,7,0.3809
20210125,2,2,257,40,9,0.35
20210125,3,1,273,39,8,0.4211
20210125,3,2,227,34,8,0.3885
20210125,4,1,239,29,6,0.4166
20210125,4,2,276,37,8,0.3719
20210125,5,1,259,35,7,0.4015
20210125,5,2,172,24,5,0.3998
20210125,6,1,185,20,4,0.4528
20210125,6,2,123,17,4,0.3825
20210125,7,1,238,39,9,0.406
20210125,7,2,193,43,9,0.3195
20210125,8,1,165,22,5,0.3998
20210125,8,2,127,19,4,0.3672
20210126,1,1,337,49,11,0.3743
20210126,1,2,216,34,8,0.3522
20210126,2,1,299,42,9,0.3823
20210126,2,2,205,30,7,0.3812
20210126,3,1,223,29,6,0.4389
20210126,3,2,165,25,5,0.3571
20210126,4,1,284,34,8,0.4144
20210126,4,2,248,36,8,0.3931
20210126,5,1,250,30,6,0.4097
20210126,5,2,184,27,6,0.3878
20210126,6,1,179,22,5,0.4177
20210126,6,2,138,18,4,0.4099
20210126,7,1,241,40,9,0.3776
20210126,7,2,225,39,9,0.352
20210126,8,1,164,21,4,0.4004
20210126,8,2,142,21,5,0.3764
20210127,1,1,254,37,8,0.3794
20210127,1,2,206,33,8,0.3726
20210127,2,1,283,36,8,0.4156
20210127,2,2,214,34,7,0.3638
20210127,3,1,216,28,6,0.447
20210127,3,2,197,30,6,0.369
20210127,4,1,282,35,7,0.402
20210127,4,2,247,36,8,0.3717
20210127,5,1,270,35,8,0.4042
20210127,5,2,182,24,5,0.3971
20210127,6,1,209,27,6,0.3922
20210127,6,2,139,18,4,0.3727
20210127,7,1,217,37,8,0.3958
20210127,7,2,252,49,10,0.3253
20210127,8,1,164,19,4,0.4141
20210127,8,2,137,18,4,0.3675
20210128,1,1,303,43,10,0.3798
20210128,1,2,262,44,10,0.3563
20210128,2,1,303,44,9,0.3999
20210128,2,2,248,41,9,0.3728
20210128,3,1,306,39,8,0.4007
20210128,3,2,210,32,7,0.387
20210128,4,1,251,31,7,0.4383
20210128,4,2,226,33,7,0.3493
20210128,5,1,231,28,6,0.402
20210128,5,2,202,30,7,0.411
20210128,6,1,176,21,5,0.433
20210128,6,2,148,21,4,0.3693
20210128,7,1,228,37,8,0.3717
20210128,7,2,263,53,11,0.3411
20210128,8,1,162,21,5,0.3909
20210128,8,2,123,18,4,0.3722
20210129,1,1,250,36,8,0.3882
20210129,1,2,229,38,8,0.384
20210129,2,1,249,36,8,0.4038
20210129,2,2,226,36,8,0.3649
20210129,3,1,203,25,6,0.4245
20210129,3,2,218,33,7,0.4095
20210129,4,1,258,34,7,0.4006
20210129,4,2,212,28,6,0.3434
20210129,5,1,269,35,8,0.3988
20210129,5,2,258,32,7,0.3929
20210129,6,1,222,25,5,0.4022
20210129,6,2,174,24,5,0.4095
20210129,7,1,215,39,9,0.3694
20210129,7,2,263,48,11,0.3533
20210129,8,1,172,21,5,0.4087
20210129,8,2,141,23,5,0.3472
20210130,1,1,347,52,11,0.371
20210130,1,2,290,50,10,0.3741
20210130,2,1,320,46,10,0.4059
20210130,2,2,245,41,9,0.324
20210130,3,1,266,40,8,0.3986
20210130,3,2,215,33,7,0.3796
20210130,4,1,268,35,7,0.392
20210130,4,2,253,37,8,0.3679
20210130,5,1,261,34,7,0.412
20210130,5,2,217,27,6,0.3908
20210130,6,1,171,20,4,0.4032
20210130,6,2,166,23,5,0.3728
20210130,7,1,212,36,8,0.3939
20210130,7,2,268,51,11,0.3443
20210130,8,1,188,24,5,0.4037
20210130,8,2,148,24,5,0.3766
20210131,1,1,359,49,11,0.3964
20210131,1,2,303,55,12,0.3331
20210131,2,1,267,40,9,0.3737
20210131,2,2,268,47,10,0.3821
20210131,3,1,291,39,8,0.4015
20210131,3,2,186,30,6,0.3244
20210131,4,1,278,34,7,0.4106
20210131,4,2,296,37,8,0.3981
20210131,5,1,257,31,7,0.3963
20210131,5,2,229,32,7,0.3674
20210131,6,1,195,23,5,0.4144
20210131,6,2,156,18,4,0.3813
20210131,7,1,249,42,9,0.4178
20210131,7,2,239,45,10,0.3355
20210131,8,1,182,21,4,0.4151
20210131,8,2,146,21,5,0.3579
20210201,1,1,370,56,12,0.3979
20210201,1,2,265,52,11,0.3544
20210201,2,1,277,43,9,0.3778
20210201,2,2,200,30,7,0.3797
20210201,3,1,284,40,9,0.4108
20210201,3,2,247,41,9,0.3431
20210201,4,1,255,28,7,0.4121
20210201,4,2,272,37,8,0.3652
20210201,5,1,242,31,7,0.4205
20210201,5,2,163,23,5,0.3972
20210201,6,1,194,18,4,0.4044
20210201,6,2,146,18,4,0.3938
20210201,7,1,199,30,6,0.3895
20210201,7,2,220,41,9,0.3732
20210201,8,1,138,16,4,0.4348
20210201,8,2,130,17,4,0.3809
20210202,1,1,280,50,10,0.3882
20210202,1,2,267,48,10,0.358
20210202,2,1,292,45,10,0.4245
20210202,2,2,191,29,7,0.3795
20210202,3,1,247,33,7,0.3989
20210202,3,2,248,38,9,0.3682
20210202,4,1,298,34,8,0.4201
20210202,4,2,241,34,8,0.4089
20210202,5,1,232,30,6,0.4167
20210202,5,2,174,25,6,0.3712
20210202,6,1,174,20,4,0.3799
20210202,6,2,142,18,4,0.4094
20210202,7,1,248,40,9,0.3833
20210202,7,2,192,36,8,0.3509
20210202,8,1,188,21,5,0.3916
20210202,8,2,111,17,4,0.3913
20210203,1,1,358,52,12,0.4082
20210203,1,2,237,37,8,0.365
20210203,2,1,327,48,10,0.3989
20210203,2,2,218,42,9,0.3555
20210203,3,1,238,30,6,0.4045
20210203,3,2,211,33,7,0.3853
20210203,4,1,284,33,7,0.4197
20210203,4,2,213,32,7,0.3726
20210203,5,1,235,27,6,0.3859
20210203,5,2,202,27,6,0.3908
20210203,6,1,182,21,5,0.4283
20210203,6,2,129,16,4,0.3686
20210203,7,1,253,43,9,0.3867
20210203,7,2,254,45,10,0.3563
20210203,8,1,199,27,6,0.3922
20210203,8,2,162,24,5,0.4053
20210204,1,1,274,39,9,0.3825
20210204,1,2,268,47,10,0.3846
20210204,2,1,243,36,8,0.4144
20210204,2,2,271,48,11,0.3369
20210204,3,1,269,34,8,0.4137
20210204,3,2,183,31,6,0.3593
20210204,4,1,276,33,7,0.4558
20210204,4,2,216,31,7,0.37
20210204,5,1,239,30,6,0.4194
20210204,5,2,211,28,6,0.3861
20210204,6,1,174,18,4,0.4041
20210204,6,2,155,20,4,0.396
20210204,7,1,228,38,8,0.3998
20210204,7,2,201,39,8,0.3516
20210204,8,1,184,24,5,0.4178
20210204,8,2,129,21,4,0.3845
20210205,1,1,393,53,12,0.3959
20210205,1,2,244,43,9,0.3723
20210205,2,1,319,45,10,0.4044
20210205,2,2,243,40,9,0.3839
20210205,3,1,246,33,7,0.4118
20210205,3,2,219,31,7,0.3521
20210205,4,1,263,34,7,0.3786
20210205,4,2,251,34,8,0.4092
20210205,5,1,262,38,8,0.3923
20210205,5,2,193,28,6,0.3715
20210205,6,1,181,22,5,0.3962
20210205,6,2,169,22,5,0.3698
20210205,7,1,218,34,7,0.3872
20210205,7,2,216,39,9,0.3752
20210205,8,1,177,20,4,0.4221
20210205,8,2,126,18,4,0.3542
20210206,1,1,349,53,11,0.3942
20210206,1,2,248,46,10,0.3432
20210206,2,1,260,35,8,0.4242
20210206,2,2,212,35,7,0.379
20210206,3,1,266,34,7,0.4017
20210206,3,2,250,36,8,0.3849
20210206,4,1,328,41,9,0.41
20210206,4,2,226,30,7,0.3668
20210206,5,1,250,33,7,0.383
20210206,5,2,198,28,6,0.3771
20210206,6,1,152,19,4,0.4327
20210206,6,2,175,23,5,0.3835
20210206,7,1,220,34,8,0.3952
20210206,7,2,232,47,10,0.3366
20210206,8,1,193,23,5,0.403
20210206,8,2,154,23,5,0.3802
20210207,1,1,270,39,8,0.4126
20210207,1,2,290,53,12,0.3528
20210207,2,1,298,40,9,0.3913
20210207,2,2,241,38,8,0.34
20210207,3,1,293,40,9,0.3949
20210207,3,2,206,33,7,0.3952
20210207,4,1,255,30,7,0.3975
20210207,4,2,237,33,7,0.3607
20210207,5,1,292,35,8,0.4289
20210207,5,2,228,33,7,0.3837
20210207,6,1,207,25,6,0.4075
20210207,6,2,177,24,5,0.4
20210207,7,1,236,37,8,0.3929
20210207,7,2,227,43,10,0.3624
20210207,8,1,194,25,5,0.4065
20210207,8,2,158,20,4,0.3808
20210208,1,1,307,45,10,0.3828
20210208,1,2,260,46,10,0.3445
20210208,2,1,284,44,9,0.4075
20210208,2,2,226,33,7,0.3696
20210208,3,1,294,42,9,0.3855
20210208,3,2,204,30,7,0.3521
20210208,4,1,288,36,8,0.3867
20210208,4,2,212,34,8,0.3665
20210208,5,1,266,35,7,0.4065
20210208,5,2,204,30,7,0.3618
20210208,6,1,174,19,4,0.4243
20210208,6,2,157,21,4,0.3858
20210208,7,1,224,38,8,0.4026
20210208,7,2,218,46,9,0.3095
20210208,8,1,162,21,4,0.4024
20210208,8,2,169,23,5,0.3723
20210209,1,1,336,48,11,0.3686
20210209,1,2,257,40,9,0.3659
20210209,2,1,286,41,9,0.4001
20210209,2,2,235,36,8,0.3646
20210209,3,1,283,38,8,0.3997
20210209,3,2,236,36,8,0.3452
20210209,4,1,236,29,6,0.4115
20210209,4,2,222,30,7,0.381
20210209,5,1,249,35,8,0.4141
20210209,5,2,180,24,5,0.3967
20210209,6,1,188,22,5,0.3962
20210209,6,2,175,24,5,0.3784
20210209,7,1,245,39,9,0.3804
20210209,7,2,215,41,9,0.3451
20210209,8,1,158,18,4,0.4326
20210209,8,2,139,21,5,0.3904
20210210,1,1,325,52,11,0.387
20210210,1,2,241,42,9,0.3795
20210210,2,1,335,50,10,0.3566
20210210,2,2,217,36,8,0.3697
20210210,3,1,259,33,7,0.4327
20210210,3,2,224,36,8,0.3561
20210210,4,1,290,35,8,0.4082
20210210,4,2,223,30,6,0.3585
20210210,5,1,270,36,8,0.3736
20210210,5,2,209,30,6,0.3551
20210210,6,1,145,18,4,0.4152
20210210,6,2,153,19,4,0.3749
20210210,7,1,199,30,7,0.3647
20210210,7,2,212,38,9,0.3492
20210210,8,1,165,21,4,0.4207
20210210,8,2,147,22,5,0.3848
20210211,1,1,287,45,9,0.3902
20210211,1,2,267,47,10,0.3436
20210211,2,1,261,39,9,0.3562
20210211,2,2,228,37,8,0.3701
20210211,3,1,269,36,8,0.3849
20210211,3,2,185,26,6,0.3848
20210211,4,1,305,38,8,0.3984
20210211,4,2,228,34,7,0.3979
20210211,5,1,230,29,6,0.3835
20210211,5,2,198,27,6,0.3543
20210211,6,1,184,21,5,0.422
20210211,6,2,134,17,4,0.4046
20210211,7,1,229,36,8,0.3667
20210211,7,2,251,51,12,0.3326
20210211,8,1,163,20,4,0.4278
20210211,8,2,129,21,5,0.3601
20210212,1,1,329,49,10,0.4059
20210212,1,2,245,41,9,0.3623
20210212,2,1,252,35,8,0.4062
20210212,2,2,252,42,9,0.3504
20210212,3,1,252,34,7,0.394
20210212,3,2,182,29,6,0.3969
20210212,4,1,297,36,8,0.3991
20210212,4,2,220,30,7,0.3864
20210212,5,1,254,33,7,0.4152
20210212,5,2,212,30,6,0.3375
20210212,6,1,187,21,5,0.4159
20210212,6,2,161,20,4,0.3849
20210212,7,1,239,41,9,0.4014
20210212,7,2,194,36,8,0.347
20210212,8,1,177,24,5,0.389
20210212,8,2,146,22,5,0.3856
20210213,1,1,383,52,11,0.4004
20210213,1,2,245,39,9,0.3582
20210213,2,1,291,41,9,0.3985
20210213,2,2,285,48,10,0.3832
20210213,3,1,308,39,9,0.3913
20210213,3,2,227,35,7,0.3743
20210213,4,1,302,35,8,0.4031
20210213,4,2,276,38,8,0.3896
20210213,5,1,289,35,8,0.3961
20210213,5,2,216,31,7,0.3995
20210213,6,1,185,21,5,0.4282
20210213,6,2,149,20,4,0.3784
20210213,7,1,241,41,9,0.3898
20210213,7,2,223,39,9,0.3524
20210213,8,1,186,23,5,0.4158
20210213,8,2,133,20,4,0.3577
20210214,1,1,354,52,12,0.403
20210214,1,2,275,44,10,0.3675
20210214,2,1,316,47,10,0.3599
20210214,2,2,277,46,10,0.3737
20210214,3,1,258,33,7,0.4337
20210214,3,2,225,35,7,0.36
20210214,4,1,341,46,10,0.3915
20210214,4,2,285,41,9,0.3919
20210214,5,1,287,37,8,0.4113
20210214,5,2,225,33,7,0.3849
20210214,6,1,198,22,5,0.4058
20210214,6,2,161,21,5,0.3779
20210214,7,1,246,42,9,0.4143
20210214,7,2,207,40,9,0.3234
20210214,8,1,209,25,6,0.4221
20210214,8,2,112,16,4,0.3709
20210215,1,1,332,52,11,0.4217
20210215,1,2,256,45,10,0.3581
20210215,2,1,302,35,7,0.4118
20210215,2,2,218,35,7,0.3367
20210215,3,1,333,48,10,0.4268
20210215,3,2,207,31,7,0.3487
20210215,4,1,292,38,8,0.3827
20210215,4,2,243,33,7,0.3418
20210215,5,1,225,30,6,0.447
20210215,5,2,219,29,6,0.3953
20210215,6,1,191,22,5,0.4297
20210215,6,2,188,24,5,0.3905
20210215,7,1,219,32,7,0.3856
20210215,7,2,252,51,11,0.3337
20210215,8,1,184,22,5,0.4091
20210215,8,2,145,21,5,0.3809
